F2 PID,F2 TYPE,F2 STATUS,F2 COLLECTIONS,Object Type,Identifier,Rights Statement,Title,Handle/Link,Format,Archival Collection,Date,dcterms:temporal,Description,Bibliographic Citation,Alternate Title,Creator,Creator URI,Contributor,Contributor URI,Publisher,Publisher URI,Location,Extent,Subject,Language,Rights Holder,Collection Information,Accession Number,FILES
umd:56740,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:56740|hdl:1903.1/5909,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","713/27: Edward, Duke of Windsor, 1894-1972 (Nobility -- Great Britain), circa 1941",https://hdl.handle.net/1903.1/5909,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1941,1941-1950|1943-05-4,"713/27: Edward, Duke of Windsor, 1894-1972 (Nobility -- Great Britain), circa 1941.  (Item 9 - A photograph of bombardier Thomas Percy Hobday meeting with the Duke of Windsor at the British Merchant Navy Club at Mount Vernon, with caption. Caption reads: ""'Just call me sir,' laughed the Duke of Windsor as T. P. Hobday (left), a British bombardier, addressed the royal visitor at [sic] 'Your Majesty' at the British Merchant Seaman's Home on Mount Vernon place. The Duke seemed deeply touched as 45 hands were lifted in salute and voices cried out : 'All the best of it, Sir!' in..."" Alexandria, Virginia, October 15, 1941).","Baltimore News American collection, Box 713, Folder 27, Item 9",,,,,,,,North America|United States of America|Virginia|Alexandria|North America|United States of America|Virginia|Alexandria,2 images; monochrome,"Government, Law, Politics|Newspapers|Baltimore News-Post",en-US,Hearst Corporation,,,umd_56740/umd_56741/image.jpg|umd_56740/umd_56741/bna-010469-0001.jpg|umd_56740/umd_56742/image.jpg|umd_56740/umd_56742/bna-010469-0002.jpg
umd:60245,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:60245|hdl:1903.1/6601,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","130/22: Dorchester County -- Cambridge, 1947-1968",https://hdl.handle.net/1903.1/6601,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1947/1968,1961-1970|1941-1950|1951-1960,"130/22: Dorchester County -- Cambridge, 1947-1968.","Baltimore News American collection, Box 130, Folder 22",,,,,,,,North America|United States of America|North America|United States of America|Maryland|Cambridge,3 images; monochrome,"Civil Rights, Civic Engagement|War, Military|African Americans|Civil rights movements -- United States",en-US,CORBIS or United Press International,,,umd_60245/umd_60250/image.jpg|umd_60245/umd_60250/bna-014973-0009.jpg|umd_60245/umd_83392/image.jpg|umd_60245/umd_83392/bna-014973-0001.jpg|umd_60245/umd_83393/image.jpg|umd_60245/umd_83393/bna-014973-0002.jpg|umd_60245/umd_83396/image.jpg|umd_60245/umd_83396/bna-014973-0003.jpg|umd_60245/umd_83399/image.jpg|umd_60245/umd_83399/bna-014973-0004.jpg|umd_60245/umd_83400/image.jpg|umd_60245/umd_83400/bna-014973-0005.jpg|umd_60245/umd_83403/image.jpg|umd_60245/umd_83403/bna-014973-0006.jpg|umd_60245/umd_83404/image.jpg|umd_60245/umd_83404/bna-014973-0007.jpg|umd_60245/umd_83405/image.jpg|umd_60245/umd_83405/bna-014973-0008.jpg|umd_60245/umd_83406/image.jpg|umd_60245/umd_83406/bna-014973-0010.jpg|umd_60245/umd_83407/image.jpg|umd_60245/umd_83407/bna-014973-0011.jpg|umd_60245/umd_83408/image.jpg|umd_60245/umd_83408/bna-014973-0012.jpg|umd_60245/umd_83409/image.jpg|umd_60245/umd_83409/bna-014973-0013.jpg|umd_60245/umd_83410/image.jpg|umd_60245/umd_83410/bna-014973-0014.jpg|umd_60245/umd_83411/image.jpg|umd_60245/umd_83411/bna-014973-0015.jpg|umd_60245/umd_83412/image.jpg|umd_60245/umd_83412/bna-014973-0016.jpg|umd_60245/umd_83413/image.jpg|umd_60245/umd_83413/bna-014973-0017.jpg|umd_60245/umd_83414/image.jpg|umd_60245/umd_83414/bna-014973-0018.jpg|umd_60245/umd_83415/image.jpg|umd_60245/umd_83415/bna-014973-0019.jpg|umd_60245/umd_83416/image.jpg|umd_60245/umd_83416/bna-014973-0020.jpg|umd_60245/umd_83417/image.jpg|umd_60245/umd_83417/bna-014973-0021.jpg|umd_60245/umd_83418/image.jpg|umd_60245/umd_83418/bna-014973-0022.jpg|umd_60245/umd_83419/image.jpg|umd_60245/umd_83419/bna-014973-0023.jpg|umd_60245/umd_83420/image.jpg|umd_60245/umd_83420/bna-014973-0024.jpg|umd_60245/umd_83421/image.jpg|umd_60245/umd_83421/bna-014973-0025.jpg|umd_60245/umd_83422/image.jpg|umd_60245/umd_83422/bna-014973-0026.jpg|umd_60245/umd_83423/image.jpg|umd_60245/umd_83423/bna-014973-0027.jpg|umd_60245/umd_83424/image.jpg|umd_60245/umd_83424/bna-014973-0028.jpg|umd_60245/umd_83425/image.jpg|umd_60245/umd_83425/bna-014973-0029.jpg|umd_60245/umd_83426/image.jpg|umd_60245/umd_83426/bna-014973-0030.jpg|umd_60245/umd_83427/image.jpg|umd_60245/umd_83427/bna-014973-0031.jpg|umd_60245/umd_83428/image.jpg|umd_60245/umd_83428/bna-014973-0032.jpg
umd:60251,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:60251|hdl:1903.1/6604,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","593/16: Kent County -- Tolchester Beach, circa 1928",https://hdl.handle.net/1903.1/6604,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1928,1921-1930,"593/16: Kent County -- Tolchester Beach, circa 1928","Baltimore News American collection, Box 593, Folder 16",,,,,,Hearst Corporation,,North America|United States of America|Maryland|North America|United States of America|Maryland|Kent County,1 images; monochrome,"Architecture, Landscape, Historic Places|Cities & towns",en-US,Hearst Corporation,,,umd_60251/umd_60252/image.jpg|umd_60251/umd_60252/bna-011024-0001.jpg
umd:60259,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:60259|hdl:1903.1/6605,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","593/26: Wicomico County -- Salisbury, circa 1930s",https://hdl.handle.net/1903.1/6605,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1932,1931-1940,"593/26: Wicomico County -- Salisbury, circa 1930s.  A photograph of passengers preparing to board a bus in Salisbury Maryland, August 11, 1932. Caption affixed to rear of photograph reads: ""Thousands of visittors [sic] thronged Salisbury for the celebration of the Eastern Shore metropolis' tho hundredth birthday, which was featured today by a visit from the world's largest airship, the navy dirigible Akron, She zoomed over the city at noon an continued circling for some time. Surrounding territory was give a part in the celebration for the many visitors, who swelled the 12,000 population of Salisbury to some 20,000. Free sightseeing trips through the Eastern Shore country surrounding the city were driven in buses of the Red Star Bus Line, which is the shore's main mode of transportation., One crowd of tourist [sic] is shown entering one of he [sic] Red Star buses.","Baltimore News American collection, Box 593, Folder 26",,,,,,Hearst Corporation,,North America|United States of America|North America|United States of America|Maryland|Salisbury,1 images; monochrome,"Architecture, Landscape, Historic Places|Cities & towns",en-US,Hearst Corporation,,,umd_60259/umd_60262/image.jpg|umd_60259/umd_60262/bna-011025-0001.jpg
umd:60263,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:60263|hdl:1903.1/6606,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","330/5: Cecil County -- Conowingo, circa 1920s",https://hdl.handle.net/1903.1/6606,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1920/1930,1921-1930,"330/5: Cecil County -- Conowingo, circa 1920s.","Baltimore News American collection, Box 330, Folder 5",,,,,,Hearst Corporation,,North America|United States of America|North America|United States of America|Maryland|Conowingo Village,2 images; monochrome,"Architecture, Landscape, Historic Places|Cities & towns",en-US,Hearst Corporation,,,umd_60263/umd_60264/image.jpg|umd_60263/umd_60264/bna-011026-0001.jpg|umd_60263/umd_60266/image.jpg|umd_60263/umd_60266/bna-011027-0001.jpg|umd_60263/umd_83322/image.jpg|umd_60263/umd_83322/bna-014880-0001.jpg|umd_60263/umd_83324/image.jpg|umd_60263/umd_83324/bna-014881-0002.jpg|umd_60263/umd_83325/image.jpg|umd_60263/umd_83325/bna-014881-0003.jpg|umd_60263/umd_83326/image.jpg|umd_60263/umd_83326/bna-014881-0004.jpg|umd_60263/umd_83328/image.jpg|umd_60263/umd_83328/bna-014881-0005.jpg|umd_60263/umd_83330/image.jpg|umd_60263/umd_83330/bna-014881-0006.jpg|umd_60263/umd_83332/image.jpg|umd_60263/umd_83332/bna-014881-0007.jpg|umd_60263/umd_83333/image.jpg|umd_60263/umd_83333/bna-014881-0008.jpg|umd_60263/umd_83334/image.jpg|umd_60263/umd_83334/bna-014881-0009.jpg|umd_60263/umd_83336/image.jpg|umd_60263/umd_83336/bna-014881-0010.jpg|umd_60263/umd_83338/image.jpg|umd_60263/umd_83338/bna-014881-0012.jpg|umd_60263/umd_83339/image.jpg|umd_60263/umd_83339/bna-014881-0013.jpg|umd_60263/umd_83340/image.jpg|umd_60263/umd_83340/bna-014881-0014.jpg|umd_60263/umd_83341/image.jpg|umd_60263/umd_83341/bna-014881-0015.jpg|umd_60263/umd_83342/image.jpg|umd_60263/umd_83342/bna-014881-0016.jpg|umd_60263/umd_83343/image.jpg|umd_60263/umd_83343/bna-014881-0017.jpg
umd:60268,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:60268|hdl:1903.1/6609,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","332/2: Cecil County -- Elkton -- Fires, 1947-1963",https://hdl.handle.net/1903.1/6609,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1947/1963,1961-1970,"332/2: Cecil County -- Elkton -- Fires, 1947-1963.","Baltimore News American collection, Box 332, Folder 2",,,,,,Hearst Corporation,,North America|United States of America|North America|United States of America|Maryland|Elkton,1 images; monochrome,"Architecture, Landscape, Historic Places|Cities & towns|Fires",en-US,Hearst Corporation,,,umd_60268/umd_60270/image.jpg|umd_60268/umd_60270/bna-011028-0001.jpg|umd_60268/umd_83199/image.jpg|umd_60268/umd_83199/bna-014896-0001.jpg|umd_60268/umd_83200/image.jpg|umd_60268/umd_83200/bna-014896-0002.jpg
umd:60271,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:60271|hdl:1903.1/6610,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","332/1: Cecil County -- Elkton -- Industry -- Triumph Powder Works, 1943",https://hdl.handle.net/1903.1/6610,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1943,1941-1950,"332/1: Cecil County -- Elkton -- Industry -- Triumph Powder Works, 1943.","Baltimore News American collection, Box 332, Folder 1",,,,,,Hearst Corporation,,North America|United States of America|North America|United States of America|Maryland|Elkton,1 images; monochrome,"Architecture, Landscape, Historic Places|Cities & towns|Fires",en-US,Hearst Corporation,,,umd_60271/umd_83190/image.jpg|umd_60271/umd_83190/bna-014880-0001.jpg|umd_60271/umd_83191/image.jpg|umd_60271/umd_83191/bna-014880-0002.jpg|umd_60271/umd_83192/image.jpg|umd_60271/umd_83192/bna-014880-0003.jpg|umd_60271/umd_83193/image.jpg|umd_60271/umd_83193/bna-014880-0004.jpg|umd_60271/umd_83194/image.jpg|umd_60271/umd_83194/bna-014880-0005.jpg|umd_60271/umd_83195/image.jpg|umd_60271/umd_83195/bna-014880-0006.jpg|umd_60271/umd_83197/image.jpg|umd_60271/umd_83197/bna-014880-0007.jpg
umd:60802,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:60802|hdl:1903.1/6693,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","328/1: Prince George's County -- College Park -- Universities and Colleges -- University of Maryland -- Student Activities, 1962-1982",https://hdl.handle.net/1903.1/6693,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1962/1982,1961-1970|1971-1980|1981-1990,"328/1: Prince George's County -- College Park -- Universities and Colleges -- University of Maryland -- Student Activities, 1962-1982.","Baltimore News American collection, Box 328, Folder 1, Item 50",,,,,,,,North America|United States of America|Maryland|Baltimore|North America|United States of America|Maryland|College Park,1 images; monochrome,"University of Maryland|Civil Rights, Civic Engagement|Graduation ceremonies|Demonstrations|Activists",,,,,umd_60802/umd_60803/image.jpg|umd_60802/umd_60803/bna-011075-0001.jpg
umd:62463,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:62463|hdl:1903.1/6724,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","335/5: Baltimore County -- Parkville, circa 1979",https://hdl.handle.net/1903.1/6724,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1979,1971-1980,"335/5: Baltimore County -- Parkville, circa 1979.","Baltimore News American collection, Box 335, Folder 5, Item 18",,,,,,Hearst Corporation,,North America|United States of America|Maryland|North America|United States of America|Maryland|Parkville,1 images; monochrome,"Architecture, Landscape, Historic Places|Houses",,Hearst Corporation,,,umd_62463/umd_62464/image.jpg|umd_62463/umd_62464/bna-011085-0001.jpg
umd:62801,UMD_IMAGE,Private,umd:3392,http://purl.org/dc/dcmitype/Image,umd:62801|hdl:1903.1/7335,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://digital.lib.umd.edu/archivesum/contact.jsp.","335/5: Baltimore County -- Parkville, circa 1979",https://hdl.handle.net/1903.1/7335,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0378-MDHC,1979,1971-1980,"335/5: Baltimore County -- Parkville, circa 1979.","Baltimore News American collection, Box 335, Folder 5, Item 18",,,,,,Hearst Corporation,,North America|United States of America|Maryland|North America|United States of America|Maryland|Parkville,1 images; monochrome,"Architecture, Landscape, Historic Places|Houses",,Hearst Corporation,,,umd_62801/umd_62802/image.jpg|umd_62801/umd_62802/bna-011134-0001.jpg
