F2 PID,F2 TYPE,F2 STATUS,F2 COLLECTIONS,Object Type,Identifier,Rights Statement,Title,Handle/Link,Format,Archival Collection,Date,dcterms:temporal,Description,Bibliographic Citation,Alternate Title,Creator,Creator URI,Contributor,Contributor URI,Publisher,Publisher URI,Location,Extent,Subject,Language,Rights Holder,Collection Information,Accession Number,FILES
umd:87750,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:87750|hdl:1903.1/13536|461-010,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,オ伽ノ国メグリ / Otogi no kuni meguri,https://hdl.handle.net/1903.1/13536,Not Mapped: Prose,,1947-03-01,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:87993,UMD_TEI,Pending,,<unknown>,umd:87993|hdl:1903.1/13580,http://rightsstatements.org/vocab/UND/1.0/,,https://hdl.handle.net/1903.1/13580,<unknown>,,,,,,,,,,,,,,,,,,,,umd_87993/umd_87994/image.jpg|umd_87993/umd_87994/ntl-015706-0002.jpg
umd:88602,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88602|hdl:1903.1/13649|461-041,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,新版フクチャン / Shimpan Fuku-chan,https://hdl.handle.net/1903.1/13649,Not Mapped: Prose,,1947-06-20,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88622,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88622|hdl:1903.1/13650|461-042,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,フクチャンのいろいろおしごと / Fuku-chan no iroiro oshigoto,https://hdl.handle.net/1903.1/13650,Not Mapped: Prose,,1947-12-25,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88638,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88638|hdl:1903.1/13653|461-044,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,はてな国探険 / Hatenakoku tanken,https://hdl.handle.net/1903.1/13653,Not Mapped: Prose,,1948-02-20,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88647,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88647|hdl:1903.1/13655|461-045,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,コロコロ太郎 １ / Korokoro taro 1,https://hdl.handle.net/1903.1/13655,Not Mapped: Prose,,1948-04-25,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88659,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88659|hdl:1903.1/13656|461-046,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,コロコロ太郎 ３ おさるさんの巻 / Korokoro taro 3 osarusan no maki,https://hdl.handle.net/1903.1/13656,Not Mapped: Prose,,1947-09-25,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88669,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88669|hdl:1903.1/13657|461-047,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,コロコロ太郎 ４ にんじゅつの巻 / Korokoro taro 4 ninjutsu no maki,https://hdl.handle.net/1903.1/13657,Not Mapped: Prose,,1948-01-20,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88679,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88679|hdl:1903.1/13658|461-048,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,コロコロ太郎 ５ なげなわのめいじん / Korokoro taro 5 nagenawa no meijin,https://hdl.handle.net/1903.1/13658,Not Mapped: Prose,,1948-05-05,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88689,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88689|hdl:1903.1/13659|461-049,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,コロコロ太郎 ６ おひげくらべ / Korokoro taro 6 ohige kurabe,https://hdl.handle.net/1903.1/13659,Not Mapped: Prose,,1948-10-10,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88699,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88699|hdl:1903.1/13660|461-050,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,なかよし兄弟 おもしろいかけくらべ / Nakayoshi kyodai omoshiroi kakekurabe,https://hdl.handle.net/1903.1/13660,Not Mapped: Prose,,1948-01-20,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88707,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88707|hdl:1903.1/13661|461-051,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,なかよし兄弟 しょうじきだんご / Nakayoshi kyodai shojiki dango,https://hdl.handle.net/1903.1/13661,Not Mapped: Prose,,1948-05-25,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88715,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88715|hdl:1903.1/13662|461-052,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,孫悟空 / Songoku,https://hdl.handle.net/1903.1/13662,Not Mapped: Prose,,1947-10-25,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88727,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88727|hdl:1903.1/13663|461-053,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,ピーターパント海賊 / Pitapan to kaizoku,https://hdl.handle.net/1903.1/13663,Not Mapped: Prose,,1947-07-20,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88735,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88735|hdl:1903.1/13664|461-054,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,コロちゃんの冒険 / Korochan no boken,https://hdl.handle.net/1903.1/13664,Not Mapped: Prose,,1948-06-05,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88743,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88743|hdl:1903.1/13665|461-055,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,チビワンめいたんてい タヌキ村 / Chibiwan meitantei tanukimura,https://hdl.handle.net/1903.1/13665,Not Mapped: Prose,,1948-06-01,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88753,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88753|hdl:1903.1/13666|461-056,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,チビワンめいたんてい ３ タヌキ村 / Chibiwan meitantei 3 tanukimura,https://hdl.handle.net/1903.1/13666,Not Mapped: Prose,,1947-07-20,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
umd:88763,UMD_BOOK,Pending,umd:11575,http://purl.org/dc/dcmitype/Text,umd:88763|hdl:1903.1/13667|461-057,この画像の原本は著作権によって保護されています。アメリカ合衆国著作権法 （タイトル17、107条）に則り、学術的目的、研究、批評、解説、教育といった 公正な理由（フェア・ユース）の範囲内で個人的使用の目的のためだけにこの画 像を複製することができます。複製が合衆国著作権法に合致するものであるか どうかの判断と使用違反の責任は、複製を行う利用者に委ねられます。合衆国外 での複製に関しては、当該国の著作権法が適用され複製の妥当性と違反責任は複 製を行う利用者に委ねられます。掲載資料の著作権の帰属に関するご質問は：prangebunko@umd.edu,チビワンめいたんてい ４ 山のかつげき / Chibiwan meitantei 4 yama no katsugeki,https://hdl.handle.net/1903.1/13667,Not Mapped: Prose,,1947-12-25,,,"Gordon W. Prange Collection, ゴードン W. プランゲ文庫",,,,,,,,Asia|Japan,,"Children's literature, Japanese Japan Allied occupation, 1945-1952",jpn,,,,
