F2 PID,F2 TYPE,F2 STATUS,F2 COLLECTIONS,Object Type,Identifier,Rights Statement,Title,Handle/Link,Format,Archival Collection,Date,dcterms:temporal,Description,Bibliographic Citation,Alternate Title,Creator,Creator URI,Contributor,Contributor URI,Publisher,Publisher URI,Location,Extent,Subject,Language,Rights Holder,Collection Information,Accession Number,FILES
umd:1009,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1009|hdl:1903.1/23|32NY.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,Trylon and Perisphere,https://hdl.handle.net/1903.1/23,http://vocab.lib.umd.edu/form#essays,,2001-21,,"As the 1939 New York World's Fair was divided into many different thematic zones, its planners wanted a central symbol for this event. The original idea was to have a theme center, with twin 250 feet towers and a semicircular hall to display dioramas. Wallace K. Harrison, a prominent New York architect of the Harrison Fouilhoux firm, was selected to design the theme center in November 1936. Harrison wanted a design that would represent a new architecture concept. In his own words, ""we found ourselves constantly referring to the domes and campaniles of Venice, perhaps because the flat country and water of the Fair grounds are very like that of the site of Venice and in addition the sky color of New York is practically the same."" (Newhouse,82) The idea of a large dome was a starting point for all further designs, and many different ideas were initially developed. There were plans to use a sphere that was suspended by steel cables, giving it a light, airy feel as well as a large balloon, anchored by steel cables and accessible by elevator. A spherical design was not a new idea, however. An earlier example of such a design was proposed by Etienne-Louis Boull??e in his project for Newton's Cenotaph in 1783, featuring a huge sphere at the center. In the end a design that featured a sphere 200 feet in diameter raised on pillars was selected. Despite its huge dimensions, with a 200-foot diameter, it was hard to grasp the exact scale of the sphere. Harrison and his design team finally came up with the idea of using a tall spike to frame the sphere, but there was still the problem of placing the two in relation with each other. They found inspiration from drawings by a Soviet constructivist architect named Jacob Tchernikhov, which represented two large spheres connected to a tall spike by way of a ramp.","Fair New York World's Fair (1939-1940), , Art & Architecture Libraries",,James Yu,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,3 image,"New York World's Fair (1939-1940)|Trylon. New York World's Fair (1939-1940)|Perisphere. New York World's Fair (1939-1940)|Exhibition buildings -- Design and construction|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1009/umd_2195/tei.xml
umd:1010,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1010|hdl:1903.1/33|33SanFrancisco.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,The San Francisco Golden Gate Exhibition 1939-1940,https://hdl.handle.net/1903.1/33,http://vocab.lib.umd.edu/form#essays,,2001-21,,"In 1939, the city of San Francisco hosted an international exhibition, named the Golden Gate Fair in honor of the construction by the city of the world's two largest suspension bridges, the Golden Gate and San Francisco-Oakland, which spanned the San Francisco Bay. With all the skill that could be mustered by American engineers, an island was constructed amidst the Pacific waters, becoming the largest ever manmade island. Christened Treasure Island, this would be the location of the 1939 Exhibition. The visions of a fair surrounded by the glory of the Pacific Ocean had finally materialized. However, this captivating scene took place as Europe verged on the edge of disaster. Germany had already begun its annexation of neighboring countries and threatened to unleash conflict on a global level. In only two short years the United States would be fully involved in this catastrophe. Furthermore, at the time of the fair the United States had just emerged from the Great Depression, which had affected the country in many ways. This fair seemed to provide a brief interlude between these two very difficult times in American history. For this event the U.S. decided to turn attention away from the international climate and focus on the beauty of the Pacific, which ironically is named for peace.","Fair Golden Gate International Exposition (1939-1940 : San Francisco, Calif.), , Art & Architecture Libraries",,Anna Burrows,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Moulin, Gabriel, 1872-1945|Golden Gate International Exposition (1939-1940 : San Francisco, Calif.)|Exhibitions|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1010/umd_2187/tei.xml
umd:1011,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1011|hdl:1903.1/29|34Brussels.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,"Le Corbusier: Philips Pavilion, Brussels, 1958",https://hdl.handle.net/1903.1/29,http://vocab.lib.umd.edu/form#essays,,2001-21,,"These photographs taken from a 1958 issue of Philips Technical Review depict the Philips Pavilion at the 1958 Brussels World's Fair. Located in a small site next to the Dutch section and away from the center of the fair, the pavilion hosted a futuristic multimedia display featuring images, colored lighting and music and sounds called the ""Po??me Electronique."" Some of the greatest artistic minds of the twentieth century were involved in its creation, including the architect Le Corbusier (1887-1965) and the composer Edgard Var??se (1883-1965). But most importantly, the Philips Pavilion represented an important artistic phenomenon through its synthesis of architecture, visual media and music.","Fair Exposition universelle et internationale (1958 : Brussels, Belgium), , Art & Architecture Libraries",,Aaron Zephir,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,3 image,"Le Corbusier, 1887-1965|Xenakis, Iannis, 1922-2001|Exposition universelle et internationale (1958 : Brussels, Belgium)|Philips Corporate Design (Firm)|Philips Building. Exposition universelle et internationale (1958 : Brussels, Belgium)|Poe??me e??lectronique Le Corbusier|Exhibition buildings -- Design and construction|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1011/umd_2190/tei.xml
umd:1012,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1012|hdl:1903.1/26|35Montreal.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,"Montreal, 1967 Map",https://hdl.handle.net/1903.1/26,http://vocab.lib.umd.edu/form#essays,,2001-21,,"This Esso city map of Montreal provides an overview of the 1967 exposition. The entire map is approximately sixty centimeters long and forty-five centimeters wide, while the image on our site takes up approximately one sixth of that space. Although the islands on the map are drawn to scale, the buildings depicted on the map are oversized for emphasis, and only the major Expo pavilions are depicted. The map is relatively easy to read. The Montreal expo of 1967 was spread out over four sections in the Saint Lawrence River: The Cit?? du Havre, Ile Sainte-H??l??ne, Ile Notre D??me, and La Ronde.","Fair Expo 67 (Montréal, Québec), , Art & Architecture Libraries",,Ly Y. Bui,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Expo 67 (Montr??al, Qu??bec)|Exhibitions|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1012/umd_2184/tei.xml
umd:1013,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1013|hdl:1903.1/34|37Amsterdam.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,"1883 Colonial Exposition, Amsterdam",https://hdl.handle.net/1903.1/34,http://vocab.lib.umd.edu/form#essays,,2001-21,,"The card pictured here is one of a larger deck, comprising a round-style game. Card games were a popular souvenir item among fairgoers. The game was a competition between nations illustrated in the larger cards of the set, measuring 4' 1/2;"" by 2'3/4"", representing the countries holding colonies at the time, and the smaller cards, 3"" by 1 3/4"", representing major industries. Represented were the Netherlands, listed as the first country on the direction sheet, England, Germany, Belgium, France, Russia, the United States of America, Turkey, Italy and Spain.","Fair Internationale Koloniale en Uitvoerhandel Tentoonstelling (1883 : Amsterdam, Netherlands), , Art & Architecture Libraries",,Holly Griffin,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Internationale Koloniale en Untvoerhandel Tentoonstellung (1883: Amsterdam)|Exhibitions|Exhibition buildings|Souvenirs (Keepsakes)|Playing cards|1901-2000|Essay|Board Games|Architecture, Landscape, Historic Places",eng,,,,umd_1013/umd_2175/tei.xml
umd:1014,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1014|hdl:1903.1/20|38demolition.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,"The Demolition of the Crystal Palace, 1936-1941",https://hdl.handle.net/1903.1/20,http://vocab.lib.umd.edu/form#essays,,2001-21,,No one will ever know what really did happen that night,"Fair Great Exhibition (1851 : London, England), , Art & Architecture Libraries",,Manpreet Singh,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Crystal Palace (London, England)|Great Exhibition (1851 : London, England)|Exhibition buildings|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1014/umd_2200/tei.xml
umd:1015,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1015|hdl:1903.1/22|39FestivalHall.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,Festival Hall,https://hdl.handle.net/1903.1/22,http://vocab.lib.umd.edu/form#essays,,2001-21,,"In 1906, San Francisco was rocked by a devastating earthquake. The city was essentially leveled. Amazingly, only nine years later the same San Francisco played host to one of the most successful and impressive World's Fairs to date. Not only had the city recovered from the disaster, but it had also been improved upon. The Panama-Pacific Exposition of 1915 put the revitalized city on display.","Fair Panama-Pacific International Exposition (1915 : San Francisco, Calif.), , Art & Architecture Libraries",,Christopher Jinks,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"ANY NAMED PERSON. DELETE OR REPEAT AS NECESSARY??|ANY NAMED CORPORATE ENTITY. DELETE OR REPEAT AS NECESSARY??|ANY OTHER TOPICAL SUBJECT. DELETE OR REPEAT AS NECESSARY??|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1015/umd_2181/tei.xml
umd:1016,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1016|hdl:1903.1/32|39Montreal.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,La Ronde,https://hdl.handle.net/1903.1/32,http://vocab.lib.umd.edu/form#essays,,2001-21,,"This map is taken from the Official Souvenir book of Expo '67, sold for one dollar at the fair grounds. This book advertises ""three-dimensional maps in color"", and depicts the various sections of the fair. Its dimensions are about eight and a half by eleven inches. The image on our website is actually the middle portion of a map formed by the two middle pages of the book, and depicts most of La Ronde district.","Fair Expo 67 (Montréal, Québec), , Art & Architecture Libraries",,Ly Y. Bui,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Expo 67 (Montréal, Québec)|Exhibitions|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1016/umd_2188/tei.xml
umd:1017,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1017|hdl:1903.1/35|41russianhouse.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,Paris 1889,https://hdl.handle.net/1903.1/35,http://vocab.lib.umd.edu/form#essays,,2006-21,,"The 1889 Exposition Universelle, like all other nineteenth century fairs, was mainly concerned with the progress and modernization the ""civilized"" world had undergone. While many exhibits like the Exposition de l'Economie Sociale and the Galerie des Machines demonstrated new social and economic breakthroughs, others were devoted to the past and to less ""developed"" cultures. The Street of Cairo exemplified this dichotomy, but a better example was Charles Garnier's Histoire de l'Habitation Humaine. Garnier was a French architect, born in 1825, best known for his design of the Paris Opera House. He was also recognized for his extensive work on the Histoire de l'Habitation Humaine; a subject on which he wrote a book published in 1892, explaining motivation and purpose for the exhibit. According to Nils Muller-Scheessel, who has studied the representation of prehistory at the world's fairs, ""Paris 1889 became the international exhibition of prehistoric archaeology"" (Muller-Scheessel 2001).","Fair Exposition universelle de 1889 (Paris, France), , Art & Architecture Libraries",,Liz Tymkiw,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Garnier, Charles, 1825-1898|Paris World's Fair (1889)|Gallo-Roman House. Paris World's Fair (1889)|Exhibition buildings -- Design and construction|Exhibitions|Racism|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1017/umd_2186/tei.xml
umd:1018,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1018|hdl:1903.1/36|42sandiegopanorama.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,Panorama of the Panama-California Exposition,https://hdl.handle.net/1903.1/36,http://vocab.lib.umd.edu/form#essays,,2001-21,,"Prior to 1915, world's fairs and exhibitions were held in well-established and large cities. Existing resources and transportation were ample or could be easily improved upon. The Panama-California Exposition of 1915 was different as it changed the small port town of San Diego into a sprawling and successful metropolitan area.","Fair Panama-California Exposition (1915 : San Diego, Calif.), , Art & Architecture Libraries",,Christopher Jinks,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Goodhue, Bertram Grosvenor, 1869-1924|Panama-California Exposition (1915 : San Diego, Calif.)|Exhibitions|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1018/umd_2185/tei.xml
umd:1019,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1019|hdl:1903.1/30|43St.Louisbirdseye.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,Bird's-Eye View of the Louisiana Purchase Exposition,https://hdl.handle.net/1903.1/30,http://vocab.lib.umd.edu/form#essays,,2001-21,,"This bird's-eye view provides a basic layout of the Louisiana Purchase International Exposition held in St. Louis, Missouri in 1904. This periodical illustration was printed on pages 678 and 679 of Harper's Weekly magazine, and was an extracted centerfold, as is evident by staple holes in the center crease. The surrounding pages of the magazine included information on the Palaces of Electricity, Machinery, Transportation and Horticulture. The entire image is approximately 13 5/8"" wide and 19 inches long, and includes Festival Hall in the center with its two hemispherical lagoons, and other fair buildings radiating out from it. The illustration gradually fades on the edges, eliminating scenery that would distract the viewer from the fair. It is from a relatively distant vantage point, and thus the architectural details are difficult to discern.","Fair Louisiana Purchase Exposition (1904 : Saint Louis, Mo.), , Art & Architecture Libraries",,Holly Griffin,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,3 image,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.)|Exhibitions|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1019/umd_2198/tei.xml
umd:1020,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:1020|hdl:1903.1/31|44sanfrancisco.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,Tower of Jewels,https://hdl.handle.net/1903.1/31,http://vocab.lib.umd.edu/form#essays,,2001-21,,"This stereograph offers a view of the Tower of Jewels as seen from Festival Hall at the Panama Pacific International Exposition . Held in 1915, the exposition was one of the largest and most spectacular of all international exhibitions. It marked the opening of the Panama Canal in 1914, and celebrated the development of the Pacific Coast as a center of international commerce. In 1906, just two years after the city had begun planning for the fair, San Francisco was devastated by an earthquake, which was followed by a great fire that reduced most of the city to ashes (Mattie 132). The fair was ideally suited to prove to the world that San Francisco had recovered from this disaster (Findling 219).","Fair Panama-Pacific International Exposition (1915 : San Francisco, Calif.), , Art & Architecture Libraries",,Holly Griffin,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Panama-Pacific International Exposition (1915 : San Francisco, Calif.)|Tower of Jewels. Panama-California International Exposition (1916 : San Diego, Calif.)|Exhibition buildings -- Design and construction|Exhibitions|1901-2000|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_1020/umd_2189/tei.xml
umd:983,UMD_TEI,Complete,umd:2,http://purl.org/dc/dcmitype/Text,umd:983|hdl:1903.1/297|wfc-essay02.xml,This text is freely available for the purpose of academic teaching and research provided the text is distributed with the header information provided.,Memorial Hall,https://hdl.handle.net/1903.1/297,http://vocab.lib.umd.edu/form#essays,,2001-21,,"This picture of Memorial Hall is printed on a scarf. Scarves and ribbons were common souvenirs at the early world's fairs. Many visitors, especially those from a different region or country would purchase and wear them to show that they had traveled to the exposition, much like the T-shirt industry today.","Fair Centennial Exhibition (1876 : Philadelphia, Pa.), , Art & Architecture Libraries",,David Coleman,,,,University of Maryland Libraries,,North America|United States of America|Maryland|College Park,1 image,"Memorial Hall (Philadelphia, Pa.)|Exhibition buildings. Design and construction|Schwarzmann, Hermann J., 1846-1891|Centennial Exhibition (1876: Philadelphia, Pa.)|1801-1900|Essay|Architecture, Landscape, Historic Places",eng,,,,umd_983/umd_2205/tei.xml
