F2 PID,F2 TYPE,F2 STATUS,F2 COLLECTIONS,Object Type,Identifier,Rights Statement,Title,Handle/Link,Format,Archival Collection,Date,dcterms:temporal,Description,Bibliographic Citation,Alternate Title,Creator,Creator URI,Contributor,Contributor URI,Publisher,Publisher URI,Location,Extent,Subject,Language,Rights Holder,Collection Information,Accession Number,FILES
umd:3910,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:3910|hdl:1903.1/2019,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Tom McMillen Posing in Cole Field House, ca. 1970-1974",https://hdl.handle.net/1903.1/2019,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0217-UA,1971/1980,1971-1980,"Tom McMillen posing with a basketball in Cole Field House, ca. 1970-1974.",Jack Zane Collection,,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; color,"Sports, Recreation|University of Maryland|Sports|People|Basketball|Cole Field House|McMillen, Tom, 1952-|Men|Portrait photographs|Portraits|Sports|Students|University of Maryland, College Park",,unknown,,,
umd:3939,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:3939|hdl:1903.1/2031,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Billy Jones, #30, Maryland Men's Basketball, Portrait and Action Shots, 1965",https://hdl.handle.net/1903.1/2031,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1965,1961-1970,"Billy Jones, #30 Maryland Basketball and first African American player in the ACC, 1965.","Campus Photo Service Photographs, Item 6510-46, 52, 53, 58, 59",,,,,,,,North America|United States of America|Maryland|North America|United States|Maryland|College Park,1 images; monochrome,"Sports, Recreation|University of Maryland|People|Sports|African American athletes|Basketball|Portraits|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4000,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4000|hdl:1903.1/2061,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Pete Worstell, #2, 1975",https://hdl.handle.net/1903.1/2061,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1975,1971-1980,"Worstell, #2 Maryland Men's Lacrosse, running across the field of Byrd Stadium, 1975.","Campus Photo Service Photographs, Folder Lacrosse - February 1975-February 1999 (3 of 3), Item Contact sheet #7510-1",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"Sports, Recreation|University of Maryland|Sports|People|Lacrosse|Men|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4002,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4002|hdl:1903.1/2062,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Ed Mullen, #40, 1976",https://hdl.handle.net/1903.1/2062,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1976,1971-1980,"Ed Mullen, #40 Maryland Men's Lacrosse, in Byrd Stadium, 1976.","Campus Photo Service Photographs, Folder Lacrosse - February 1975-February 1999 (3 of 3), Item Contact sheet #7605-49 frame 19a",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"Sports, Recreation|University of Maryland|Sports|People|Lacrosse|Men|Portrait photographs|Portraits|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4004,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4004|hdl:1903.1/2063,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Frank Urso, #21, 1976",https://hdl.handle.net/1903.1/2063,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1976,1971-1980,"Frank Urso, #21 Maryland Men's Lacrosse, in Byrd Stadium, 1976.","Campus Photo Service Photographs, Folder Lacrosse - February 1975-February 1999 (3 of 3), Item Contact sheet #7605-53 frame 30",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; color,"Sports, Recreation|University of Maryland|Sports|People|Lacrosse|Men|Portrait photographs|Portraits|Sports|University of Maryland, College Park",,University of Maryland,,,
umd:4006,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4006|hdl:1903.1/2064,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Frank Urso's #21 Jersey being Retired, January 1977",https://hdl.handle.net/1903.1/2064,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1977-01,1971-1980,"Picture of Frank Urso and another man and Frank's Lacrosse jersey #21, which is being retired, January 1977.","Campus Photo Service Photographs, Folder Lacrosse - February 1975-February 1999 (3 of 3), Item Contact sheet #7701-52",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; color,"Sports, Recreation|University of Maryland|People|Sports|Awards|Clothing & dress|Lacrosse|Men|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4008,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4008|hdl:1903.1/2065,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Bob Boniello Throwing the Ball in a Lacrosse Game, 1977",https://hdl.handle.net/1903.1/2065,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1977,1971-1980,"Boneillo, #23, throwing the lacrosse ball during the middle of a game, Byrd Stadium, 1977.","Campus Photo Service Photographs, Folder Lacrosse - February 1975-February 1999 (3 of 3), Item Contact sheet #7704-35 frame 20a",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"Sports, Recreation|University of Maryland|Sports|People|Campus and Buildings|Lacrosse|Men|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4010,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4010|hdl:1903.1/2066,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Pete Worstell in a posed lacrosse photo, November, 1978",https://hdl.handle.net/1903.1/2066,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1978-11,1971-1980,"Action shot of a Lacrosse player Pete Worstell, Byrd Stadium, November, 1978.","Campus Photo Service Photographs, Folder Lacrosse - February 1975-February 1999 (3 of 3), Item Contact sheet #7811-32 frame 2",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"Sports, Recreation|University of Maryland|Sports|People|Lacrosse|Men|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4012,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4012|hdl:1903.1/2067,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Bob Boniello in a posed lacrosse photo, 1978",https://hdl.handle.net/1903.1/2067,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1978,1971-1980,"Action picture of Bob Boniello, Byrd Stadium, 1978.","Campus Photo Service Photographs, Subseries Contact sheet #7811-33 frame 4, Folder Lacrosse - February 1975-February 1999 (3 of 3)",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"Sports, Recreation|University of Maryland|Sports|People|Lacrosse|Men|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4026,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4026|hdl:1903.1/2074,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Mark Douglas during a Maryland vs. Hopkins Lacrosse Game, 1989",https://hdl.handle.net/1903.1/2074,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1989,1981-1990,"Mark Douglas, #10 Maryland Men's Lacrosse, in a Maryland v. John Hopkins game, Byrd Stadium, 1989.","Campus Photo Service Photographs, Series Lacrosse - April 1989-Present [1996], Item Contact sheet #8904-72 frame 28a",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; color,"Sports, Recreation|University of Maryland|Sports|People|Johns Hopkins University|Lacrosse|Men|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4093,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4093|hdl:1903.1/2108,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Student Demonstration ""Students' Rights Admins' Bites!"" 1967",https://hdl.handle.net/1903.1/2108,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0042-LBR-RG96-003,1967,1961-1970,"A group of students demonstrate near Ritchie Coliseum and Fraternity Row; sign in center of image says ""Students' Rights Adminis' Bites!"", with yellow and red flag on the right, 1967.","Slide Collection, University Archives, Box 10",,,,,,,,North America|United States of America|Maryland|North America|United States|Maryland|College Park,1 images; color,"University of Maryland|Events|Campus and Buildings|People|Demonstrations|Men|Protest movements|Signs (Notices)|Students|Vietnam War, 1961-1976|Women|University of Maryland, College Park",,unknown,,,
umd:4131,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4131|hdl:1903.1/2127,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Students Using Microscopes, ca. 1953-1960",https://hdl.handle.net/1903.1/2127,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0085-UA,1953/1960,1951-1960,"Students in lab coats in a lab using microscopes, probably for a biology class.","University of Maryland Photographs, Print File, Accession 8550, Series 1, Box 1, Folder 3",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"University of Maryland|Science, Technology|People|Campus and Buildings|Classrooms|Entomology|Laboratories|Science|Scientific equipment|Students|University of Maryland, College Park",,unknown,,,
umd:4361,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4361|hdl:1903.1/2242,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Dorothy (Dottie) McNight talking to her team, 1971",https://hdl.handle.net/1903.1/2242,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1971,1971-1980,"Coach Dorothy (Dottie) McNight talking to her players during a game, 1971.","Campus Photo Service Photographs, Box 12, Folder 1974-1976, Item Basketball 751-29",,,,,,,,North America|North America|United States|Maryland|College Park,1 images; monochrome,"University of Maryland|Sports, Recreation|Sports|People|Basketball|Coaches (Athletics)|Sports|Students|Women|University of Maryland, College Park",,University of Maryland,,,
umd:4365,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4365|hdl:1903.1/2243,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Lefty Driesell Celebrating at the End of a Basketball game, March 1970",https://hdl.handle.net/1903.1/2243,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1970,1961-1970,"At end of a Maryland vs. Georgetown basketball game, Maryland Coach Lefty Driesell walks across the court with fists in the air, March 1970.","Campus Photo Service Photographs, Box 8, Folder March 1970 (2 of 2)",,,,,,,,North America|United States of America|North America|United States|Maryland|College Park,2 images; monochrome,"University of Maryland|Sports, Recreation|Sports|People|Basketball|Coaches (Athletics)|Cole Field House|Georgetown University|Driesell, Lefty|Sports|Students|University of Maryland, College Park",,University of Maryland,,,
umd:4476,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4476|hdl:1903.1/2295,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Crowd of Student Demonstrators Chanting, ca. 1970-1975",https://hdl.handle.net/1903.1/2295,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0219-UA,1970/1975,1961-1970|1971-1980,"Crowd of student protestors chant from the steps of Administration building, ca. 1970-1975.","Campus Unrest Collection, Item sheet 4, Frame 9",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"University of Maryland|Campus and Buildings|Events|People|Buildings|Demonstrations|Protest movements|Riots|Students|Vietnam War, 1961-1976|University of Maryland, College Park",,University of Maryland,,,
umd:4480,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4480|hdl:1903.1/2297,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Police Officers Congregate at a Campus Demonstration, May 5, 1971",https://hdl.handle.net/1903.1/2297,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0219-UA,1971-05-05,1971-1980,"Police Officers Congregate and Converse at Campus Protest, May 5, 1971.","Campus Unrest Collection, Item sheet 4, Frame 5",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"Civil Rights, Civic Engagement|University of Maryland|Campus and Buildings|Demonstrations|Police|Protest movements|Vietnam War, 1961-1976|University of Maryland, College Park",,unknown,,,
umd:4973,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:4973|hdl:1903.1/2480,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Cedric Lewis Making a Slam Dunk, ca . 1988-1989",https://hdl.handle.net/1903.1/2480,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0080-UA,1988/1989,1981-1990,"Cedric Lewis Making a Slam Dunk, ca . 1988-1989.","Records of the Office of Sports Information, Frame negative ""Joe Smith Action Shot""",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; color,"Sports, Recreation|University of Maryland|Sports|People|African American athletes|Basketball|Jumping|Men|Sports|University of Maryland, College Park",,unknown,,,
umd:5023,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:5023|hdl:1903.1/2495,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp",1966 NCAA Basketball Championship Tournament game action shot,https://hdl.handle.net/1903.1/2495,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1966-03-19,1961-1970,"Action shot from a distance in Cole Field House during the NCAA Basketball Championship Game, 19 March 1966.","Campus Photo Service Photographs, Series Contact Sheets, Box 5, Folder January 1966 to April 1966 (2 of 2), Item sheet 66-34 NCAA Basketball Tourn. Mar 66, Frame 8",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"Sports, Recreation|University of Maryland|Sports|Campus and Buildings|Events|Basketball|Cole Field House|Contests|Sports|Students|African American athletes|University of Kentucky|Texas Western College|University of Maryland, College Park",,University of Maryland,,,
umd:5206,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:5206|hdl:1903.1/2554,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Keith Booth shoots in a basketball game v. Georgia Tech, 13 January 1995",https://hdl.handle.net/1903.1/2554,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1995-01-13,1991-2000,"Keith Booth, #22, jumps to score in a Basketball game against Georgia Tech in Cole Field House, 13 January 1995.","Campus Photo Service Photographs, Folder Basketball January 1992 through [1997] [Folder 1 of 2]",,,,,,,,North America|United States of America|Maryland|College Park|North America|United States|Maryland|College Park,1 images; monochrome,"University of Maryland|Sports|People|Basketball|African American athletes|Georgia Institute of Technology|Men|Sports|University of Maryland, College Park",,University of Maryland,,,
umd:5214,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:5214|hdl:1903.1/2557,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Joe Smith readying for a pass against University of North Carolina player Rasheed Wallace, February 1995",https://hdl.handle.net/1903.1/2557,http://vocab.lib.umd.edu/form#photographs,Not Mapped: Campus Photo Service Photographs,1995-02,1991-2000,Joe Smith readies for a pass around University of North Carolina player Rasheed Wallace February 1995.,"Campus Photo Service Photographs, Folder Basketball January 1992-1997 (1 of 2), Item Sheet 9502-03 General",,,,,,,,North America|United States of America|North America|United States|Maryland|College Park,1 images; monochrome,"University of Maryland|Sports|People|Basketball|African American athletes|Men|Sports|University of Maryland, College Park",,University of Maryland,,,
umd:5236,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:5236|hdl:1903.1/2568,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/archivesum/contact.jsp","Tom McMillen Shoots Over North Carolina State Player, circa 1973-1974",https://hdl.handle.net/1903.1/2568,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0052-UA,1973/1974,1971-1980,"Tom McMillen shoots over opponent from North Carolina State University, circa 1973-1974.","Department of Intercollegiate Athletics records, Box 3, Folder Contact sheets; basketball, Contact Sheet 030B",,,,,,,,North America|United States of America|North America|United States,1 images; monochrome,"University of Maryland|Sports|People|Basketball|McMillen, Tom, 1952-|Men|North Carolina State University|Sports|Students",,unknown,,,
umd:5238,UMD_IMAGE,Deleted,umd:3391,http://purl.org/dc/dcmitype/Image,umd:5238|hdl:1903.1/2569,http://rightsstatements.org/vocab/UND/1.0/,"Len Elmore rebounds the ball against the University of Virginia, March 2, 1974",https://hdl.handle.net/1903.1/2569,http://vocab.lib.umd.edu/form#photographs,http://vocab.lib.umd.edu/collection#0052-UA,1974-03-02,1971-1980,"Len Elmore grabs a rebound against the University of Virginia, March 2, 1974","Department of Intercollegiate Athletics records, Box 3, Folder Contact sheets; basketball, Contact Sheet 328",,,,,,,,North America|United States of America|North America|United States,1 images; monochrome,"University of Maryland|Sports, Recreation|Sports|People|Basketball|African American athletes|Elmore, Len",,University of Maryland,,,
